Restaurant_Name,Online,Booking,Rating,Location,Cuisines,Price,Restaurant_Type
The Rennan's Cafe,Yes,No,2.9,Kammanahalli,"Chinese, Fast Food, Momos",250.0,Delivery
BANGALORE BOX,Yes,Yes,4.1,BTM,"Asian, Continental, Finger Food",1500.0,Drinks & nightlife
Kinpeetos,Yes,No,3.9,Koramangala 5th Block,"Lebanese, Greek",300.0,Delivery
Behrouz Biryani,Yes,No,4.0,Koramangala 8th Block,Biryani,650.0,Delivery
Bhojohori Manna,Yes,No,4.1,Koramangala 6th Block,"Bengali, Mughlai",650.0,Delivery
The 13th Floor,No,Yes,4.4,MG Road,"Asian, North Indian, Thai",1700.0,Drinks & nightlife
Dabba Gosht,Yes,No,3.4,HSR,"Arabian, Middle Eastern",400.0,Delivery
Empire Restaurant,Yes,No,3.7,Bellandur,"North Indian, Mughlai, South Indian, Chinese",750.0,Dine-out
Yummy Punjabi,Yes,No,3.0,Bellandur,"North Indian, Chinese",400.0,Delivery
World Of Kebabs,No,No,3.4,HSR,"Mughlai, Awadhi, Kebab",600.0,Delivery
Momoz,No,No,3.9,Koramangala 5th Block,"Chinese, Momos",600.0,Delivery
Lassi Shop,Yes,No,3.8,Indiranagar,"Beverages, Juices, Ice Cream",100.0,Delivery
Homely Curries & Pickles,Yes,No,3.4,BTM,"Biryani, Andhra",300.0,Delivery
Khatta Meetha Teekha,Yes,No,4.3,Koramangala 6th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",300.0,Dine-out
Mahalaxmi Tiffin Room,No,No,4.1,Basavanagudi,South Indian,100.0,Dine-out
Masala Oota,Yes,No,3.6,Residency Road,"South Indian, Biryani",500.0,Delivery
Tim Cafe,Yes,No,3.6,Marathahalli,"Cafe, Sandwich, Beverages",250.0,Dine-out
Dreams Cafe - All Day English Food St.,Yes,No,3.8,Koramangala 1st Block,"Cafe, Continental, Burger",600.0,Dine-out
Gurukrupa Paratha House,Yes,No,3.1,Domlur,"North Indian, Chinese",500.0,Dine-out
The Bao Belly,No,No,3.3,Residency Road,Cafe,400.0,Dine-out
BLOW,Yes,Yes,4.3,Church Street,"Cafe, Continental, American, Burger",750.0,Cafes
Abhiruchi Restaurant,Yes,No,3.5,Bellandur,"Fast Food, Biryani, Chinese",400.0,Delivery
Five Star Chicken,Yes,No,3.5,Wilson Garden,"Fast Food, Burger",300.0,Delivery
Just Shawarma,Yes,No,4.0,Koramangala 5th Block,Arabian,300.0,Delivery
Ambur Hot Dum Biryani,No,No,3.3,Ejipura,Biryani,100.0,Delivery
Deccan Kitchen,Yes,No,3.6,Marathahalli,"South Indian, North Indian",700.0,Dine-out
Bubbles,Yes,No,3.7,Frazer Town,Cafe,450.0,Dine-out
Bombay Kulfis,No,No,3.3,Jeevan Bhima Nagar,Ice Cream,200.0,Desserts
Gowdara Naati Mane,No,No,3.4,Residency Road,"South Indian, Biryani, Mangalorean",500.0,Dine-out
Plan B,No,No,4.1,Brigade Road,"American, Continental, BBQ, Steak",1200.0,Pubs and bars
Drunken Monkey,Yes,No,3.5,Frazer Town,"Beverages, Fast Food",400.0,Delivery
Nagarjuna,No,No,4.2,Bannerghatta Road,"Andhra, Biryani",800.0,Dine-out
The Culinarium,No,No,4.0,Vasanth Nagar,"Cafe, Desserts, Beverages",1100.0,Dine-out
Glacier - Citrine Hotel,No,No,3.6,Seshadripuram,"Finger Food, North Indian, Chinese",1000.0,Pubs and bars
Mr. Meetharam,Yes,No,3.3,Electronic City,"Mithai, Street Food",150.0,Delivery
#L-81 Cafe,Yes,No,3.9,HSR,"Fast Food, Beverages",400.0,Delivery
Quench & Crunch,Yes,No,3.6,Shanti Nagar,"Beverages, Fast Food",150.0,Delivery
Fuel Resto Bar,No,No,4.2,Richmond Road,"Finger Food, Mediterranean, North Indian",2000.0,Drinks & nightlife
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,No,No,3.5,BTM,"Chinese, North Indian, Biryani",550.0,Delivery
Tawa,Yes,No,3.4,Koramangala 1st Block,North Indian,200.0,Delivery
Tibetan Kitchen,Yes,No,4.3,Koramangala 5th Block,"Tibetan, Chinese, Continental, Momos",600.0,Dine-out
Polar Bear,Yes,No,4.0,Electronic City,"Ice Cream, Desserts, Beverages, Sandwich",400.0,Dine-out
Food Point,Yes,No,3.5,Kumaraswamy Layout,"North Indian, Chinese",300.0,Delivery
Nanda's,Yes,No,3.3,Sarjapur Road,"North Indian, Chinese, Andhra",600.0,Delivery
Simon Says Brew Works,No,Yes,4.5,Koramangala 5th Block,"Continental, American, Italian, Modern Indian, Pizza, Burger",1400.0,Dine-out
Green Pepper,Yes,No,3.9,Jeevan Bhima Nagar,"Seafood, South Indian, Chinese, Kerala",600.0,Delivery
Gilly's Restobar,No,Yes,4.5,Koramangala 5th Block,"Finger Food, Continental, North Indian",1000.0,Delivery
New Food Magic,Yes,No,3.7,Marathahalli,"North Indian, Chinese, Biryani",400.0,Dine-out
Amber Rush by The Pool,No,No,3.9,Marathahalli,"North Indian, Chinese, Continental",1500.0,Dine-out
SlimSins Cafe,No,No,4.1,Jayanagar,"Cafe, Healthy Food",850.0,Cafes
Foody's,Yes,No,3.8,Shanti Nagar,"North Indian, South Indian",250.0,Delivery
Falahaar,No,No,3.9,Koramangala 6th Block,"North Indian, Street Food",200.0,Delivery
Berrylicious Cafe,No,No,4.1,MG Road,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",1300.0,Delivery
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,MG Road,"North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Dine-out
Mangala Hotel,Yes,No,3.6,Koramangala 1st Block,"Kerala, Chinese, North Indian",300.0,Delivery
Cashmere Nites,Yes,No,3.5,Koramangala 6th Block,Kashmiri,600.0,Dine-out
Sri Lakshmi Kabab Center,No,No,3.3,Banashankari,Kebab,200.0,Dine-out
Fish Chain,Yes,No,3.5,Kammanahalli,"BBQ, Seafood, Fast Food",300.0,Dine-out
Tilt Gastro Lounge,No,Yes,4.1,Koramangala 5th Block,"Continental, American, North Indian, Chinese",1500.0,Dine-out
Desi Grill,Yes,No,3.0,Rammurthy Nagar,"Chinese, North Indian",400.0,Delivery
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,Basavanagudi,"South Indian, Fast Food, Street Food",400.0,Dine-out
Krispy Kreme,Yes,No,3.9,HSR,"Desserts, Beverages",300.0,Desserts
Chicken Dera,No,No,3.0,JP Nagar,"Mughlai, Kebab, Biryani",400.0,Dine-out
Hyderabadi Biryani Corner,No,No,3.4,BTM,"Hyderabadi, North Indian, Chinese",350.0,Dine-out
Bonsouth,Yes,Yes,4.2,Koramangala 5th Block,"Chettinad, Andhra, Kerala",1300.0,Buffet
Jeevika Donne Biryani,No,No,3.4,Koramangala 8th Block,"Biryani, Chinese, Fast Food",300.0,Delivery
Wangs Kitchen,Yes,No,2.4,HSR,Chinese,1000.0,Delivery
Munchies,Yes,No,3.9,Brigade Road,"Fast Food, Bakery",250.0,Dine-out
Smoke - The Sizzler House,No,No,3.3,Bellandur,"Continental, Chinese, Thai, BBQ, Steak",900.0,Delivery
Nossa Goa,Yes,Yes,4.1,Richmond Road,"Goan, Seafood, Konkan, Desserts",1000.0,Delivery
Terra Bites,Yes,No,4.0,Koramangala 4th Block,"Cafe, Italian, Continental",700.0,Delivery
Dr. Shawarma,Yes,No,3.5,HSR,"North Indian, Rolls, Street Food",200.0,Delivery
Kasol Cafe,No,No,3.8,Indiranagar,"Bengali, Continental",400.0,Dine-out
Popular Bakery,No,No,3.7,HSR,"Desserts, Bakery",600.0,Delivery
Abhiruchi Hotel,Yes,No,3.5,BTM,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600.0,Delivery
Jodhpur Sweets,No,No,3.8,Electronic City,"Desserts, Street Food",100.0,Dine-out
Stoner,Yes,No,4.5,Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Desserts
Melt,No,No,4.0,BTM,"Continental, Steak, Fast Food",1000.0,Delivery
Red Chilliez,Yes,No,3.6,Thippasandra,"North Indian, South Indian, Chinese, Seafood",550.0,Dine-out
Subway,Yes,No,3.1,HSR,"Salad, Fast Food",600.0,Delivery
Bangalore Mandarin,Yes,No,4.2,Indiranagar,"Chinese, Seafood",1100.0,Delivery
Sweet Chariot,No,No,3.4,Sadashiv Nagar,"Bakery, Fast Food",500.0,Desserts
Kuttanad,Yes,No,3.6,Bannerghatta Road,"Kerala, South Indian",200.0,Delivery
Poha House,Yes,No,3.6,BTM,Maharashtrian,200.0,Delivery
Ammus Hot N Cool,Yes,No,3.4,BTM,"North Indian, Fast Food, Kebab, Rolls, Beverages",300.0,Dine-out
Nandhini Deluxe,No,No,2.8,Sarjapur Road,"Andhra, North Indian",800.0,Delivery
Ghee Biryani House,Yes,No,3.1,BTM,"North Indian, Biryani, Chinese, Arabian",400.0,Delivery
Paratha Plaza,Yes,No,3.8,JP Nagar,North Indian,250.0,Dine-out
Soham Bombay Masti Magic,Yes,No,3.6,Old Madras Road,Street Food,150.0,Delivery
New Kudla Family Resturant,Yes,No,3.2,MG Road,"North Indian, Chinese",450.0,Dine-out
More Pizza,Yes,No,3.8,JP Nagar,Pizza,450.0,Delivery
Myu Bar at Gilly's Redefined,No,Yes,4.4,Koramangala 4th Block,"American, North Indian, Pizza, Finger Food, Continental, Italian",1200.0,Dine-out
Desi Khana,Yes,No,3.4,"Varthur Main Road, Whitefield",North Indian,300.0,Delivery
Chickmate,No,No,3.4,Banaswadi,Fast Food,450.0,Dine-out
Cafe Azzure,Yes,Yes,4.3,MG Road,"Cafe, Continental, Italian, Burger",1200.0,Delivery
Public Khana,Yes,No,3.5,BTM,"South Indian, North Indian",200.0,Delivery
Maxpresso,No,No,4.1,Koramangala 7th Block,"Cafe, American, Italian, Beverages",700.0,Delivery
Rajdhani Thali Restaurant,Yes,Yes,3.9,Whitefield,"Rajasthani, Gujarati, North Indian",900.0,Dine-out
Pizza Hut,Yes,No,3.7,Indiranagar,"Pizza, Fast Food",750.0,Delivery
C Corner,Yes,No,3.2,Kumaraswamy Layout,"Fast Food, Street Food",200.0,Delivery
Aashish Foods,Yes,No,3.8,Marathahalli,North Indian,150.0,Dine-out
Pizza Stop,Yes,No,3.8,Banaswadi,"Pizza, Italian",500.0,Dine-out
Scottish Pub,No,No,3.9,St. Marks Road,Finger Food,600.0,Drinks & nightlife
Beetle Juice Bar - Springs Hotel & Spa,No,Yes,3.7,Basavanagudi,Finger Food,2200.0,Drinks & nightlife
Krispy Kreme,Yes,No,3.9,HSR,"Desserts, Beverages",300.0,Delivery
Sathya's,No,Yes,4.1,Koramangala 3rd Block,"North Indian, Chinese",1200.0,Dine-out
Alif Restaurant,Yes,No,3.6,JP Nagar,"North Indian, Chinese",600.0,Delivery
Cafe Coffee Day,Yes,No,3.0,Nagawara,Cafe,650.0,Delivery
7 Shanghai,Yes,No,3.5,Electronic City,Chinese,250.0,Dine-out
Gud Dhani,Yes,No,4.0,BTM,Rajasthani,500.0,Dine-out
Tandoor Box,Yes,No,3.5,Brookefield,"Mughlai, North Indian, Biryani",850.0,Delivery
Crunch Pizzas,No,No,2.4,Koramangala 1st Block,"Italian, Pizza",600.0,Dine-out
Oasis Restaurant,No,No,2.9,Electronic City,"North Indian, Chinese, Kebab",550.0,Delivery
An Egg Story,No,No,4.0,Kalyan Nagar,"Cafe, Continental, American, Italian",600.0,Dine-out
Thalassery Restaurant,Yes,No,3.6,Koramangala 5th Block,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600.0,Delivery
Izakaya Gastro Pub,Yes,Yes,3.8,Whitefield,"North Indian, Continental, Mediterranean",1200.0,Delivery
Maravanthe,Yes,No,3.5,Brigade Road,"Mangalorean, Seafood",650.0,Dine-out
Happy Plate,No,No,3.6,Koramangala 6th Block,"North Indian, Chinese, South Indian, Fast Food",400.0,Dine-out
Biryani Mandra,Yes,No,3.8,Koramangala 1st Block,"Seafood, Salad, North Indian, Biryani, Chinese",500.0,Delivery
Borah's Kitchen,Yes,No,3.3,BTM,"North Indian, Chinese",250.0,Dine-out
The Punjabi Rasoi,Yes,Yes,3.7,Sarjapur Road,North Indian,800.0,Dine-out
Bella,Yes,Yes,3.9,Jayanagar,"Mangalorean, Seafood, South Indian",1000.0,Dine-out
Kannoor Restaurant,Yes,No,3.1,BTM,"Kerala, Chinese, South Indian, North Indian",700.0,Dine-out
The Paramount Hotel,Yes,No,2.9,Domlur,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",1000.0,Delivery
Cream Factory,Yes,No,3.9,Kaggadasapura,Desserts,400.0,Delivery
Dessi Cuppa,Yes,No,3.4,BTM,"Beverages, Fast Food",300.0,Delivery
Blue Tokai Coffee Roasters,Yes,No,4.0,Koramangala 8th Block,"Cafe, Coffee",400.0,Cafes
Raghavendra Upahara,No,No,3.7,Jayanagar,South Indian,200.0,Dine-out
Hotel Fanoos,Yes,No,4.0,Richmond Road,"Arabian, Biryani, Rolls, Kebab",400.0,Delivery
Halli Rotti Manne,No,No,3.4,Jayanagar,South Indian,100.0,Delivery
Loyal Food,Yes,No,3.2,Indiranagar,Continental,500.0,Delivery
The Pancake Story,Yes,No,4.6,Koramangala 1st Block,"Desserts, Beverages",300.0,Delivery
Onesta,Yes,Yes,4.4,Koramangala 4th Block,"Pizza, Cafe, Italian",600.0,Dine-out
Kanti Sweets,Yes,No,3.9,RT Nagar,"Mithai, Street Food",400.0,Delivery
Spicy Paratha House,Yes,No,3.0,Marathahalli,"North Indian, Chinese",450.0,Delivery
The Tower Of Pizza,No,No,2.9,Koramangala 5th Block,"Pizza, Italian",500.0,Delivery
Thai & Chinese Fast Food,No,No,3.4,KR Puram,"Chinese, Thai",400.0,Dine-out
Ovenstory Pizza,Yes,No,4.0,HSR,Pizza,750.0,Delivery
Rim Naam - The Oberoi,No,No,4.6,MG Road,Thai,3000.0,Dine-out
Ji Hazoor,Yes,Yes,4.0,Whitefield,"Mughlai, North Indian, Biryani, Afghan",1100.0,Pubs and bars
Red Onion,Yes,Yes,4.2,Shanti Nagar,"Chinese, North Indian, Biryani, Kebab",1200.0,Dine-out
Shanthi Sagar,Yes,No,4.1,Ulsoor,"South Indian, North Indian, Chinese, Juices",250.0,Delivery
Chiller's Nation - Iris Inn,No,No,2.9,Marathahalli,"North Indian, Continental, Italian",1200.0,Dine-out
Pasta Street,Yes,Yes,4.5,Indiranagar,"Italian, Pizza, Salad",1300.0,Buffet
Udupi Sri Krishna Cafe,Yes,No,3.7,Banaswadi,"South Indian, North Indian",200.0,Delivery
Warm Oven,Yes,No,4.3,Domlur,"Bakery, Desserts",500.0,Delivery
Kalmane Koffees,No,No,3.6,Brigade Road,Cafe,350.0,Cafes
RP Sweets,No,No,3.4,BTM,Mithai,300.0,Desserts
Ambur Biryani Mess,No,No,3.4,Koramangala 6th Block,Biryani,250.0,Dine-out
Donne Biriyani House,Yes,No,4.1,Indiranagar,Biryani,300.0,Delivery
The Oriental Spice - Ashraya Hotel,Yes,No,3.9,Infantry Road,"Chinese, Thai, Indonesian",1300.0,Dine-out
Galito's,Yes,Yes,4.6,Whitefield,"African, Burger",1000.0,Dine-out
Dreamcatcher,Yes,No,3.9,Bannerghatta Road,Cafe,600.0,Dine-out
The Bong,No,No,3.1,Frazer Town,"Bengali, North Indian",300.0,Delivery
The Waffles Hut,Yes,No,4.1,HSR,Desserts,400.0,Delivery
Kenriy The Restro,No,No,3.3,Kammanahalli,"Goan, Mangalorean",800.0,Dine-out
Friends Night Kitchen,Yes,No,3.8,Koramangala 6th Block,"Italian, Pizza",400.0,Delivery
Malnad Military Hotel,No,No,3.8,Koramangala 7th Block,"South Indian, Chinese",500.0,Dine-out
BAR BAR,No,Yes,4.1,Whitefield,"Continental, North Indian, Italian",1500.0,Pubs and bars
Mount View Fast Food,No,No,3.3,Vasanth Nagar,"Fast Food, Street Food",100.0,Delivery
Muthashy's,Yes,No,4.2,BTM,"Kerala, South Indian, Chinese",400.0,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Yes,No,3.4,Shivajinagar,Cafe,300.0,Cafes
Majaa Thindi,Yes,No,3.9,New BEL Road,South Indian,100.0,Dine-out
Ambur Azad Darbar,No,No,3.1,BTM,"North Indian, Fast Food, Biryani",250.0,Dine-out
Neer Dosa Fish Land,No,No,3.6,BTM,"Seafood, Mangalorean",600.0,Dine-out
Kebarbiq,No,No,4.0,Koramangala 7th Block,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",800.0,Delivery
Fitbakes,No,No,3.6,Jayanagar,"Bakery, Healthy Food",400.0,Desserts
New Imperial Restaurant,No,No,3.7,Banashankari,"North Indian, Chinese",450.0,Dine-out
The Food Dude,Yes,No,3.9,Koramangala 6th Block,"Fast Food, Burger, Sandwich, Pizza",300.0,Delivery
Sri Rama,No,No,3.2,Shivajinagar,South Indian,200.0,Delivery
Ulavacharu,Yes,Yes,4.2,Koramangala 5th Block,"Andhra, North Indian, Chinese",900.0,Delivery
Kettle & Kegs,Yes,No,2.9,Kammanahalli,"Tea, Beverages",200.0,Delivery
Foodie's Affair,Yes,No,3.5,Nagawara,"North Indian, Chinese",400.0,Delivery
Bakers Town,Yes,No,3.6,BTM,"Cafe, Continental, Fast Food",600.0,Dine-out
Keventers,Yes,No,4.0,Koramangala 5th Block,"Desserts, Beverages, Ice Cream",400.0,Delivery
AhimsaAmrit Green Cafe,No,Yes,3.7,Indiranagar,"Healthy Food, Salad, Continental",800.0,Delivery
Calicut Restaurant,Yes,No,3.6,Kammanahalli,"Kerala, South Indian, North Indian, Chinese",450.0,Dine-out
Punjabi Nawabi,Yes,No,4.0,Koramangala 1st Block,North Indian,500.0,Dine-out
Chickpet Donne Biriyani Mane,Yes,No,3.0,Kalyan Nagar,"Biryani, Kebab",350.0,Dine-out
Oyalo,Yes,No,3.2,Malleshwaram,Pizza,300.0,Dine-out
Bistro Oui,Yes,Yes,4.1,Koramangala 5th Block,"Cafe, Continental, Salad, Steak",1200.0,Delivery
Aaha Andhra,No,No,3.6,Brigade Road,"Andhra, Biryani, North Indian",900.0,Dine-out
RP Sweets,No,No,3.4,BTM,Mithai,300.0,Delivery
Envy,No,No,3.4,Electronic City,Finger Food,1000.0,Dine-out
HSR Agarval Bhavan,Yes,No,3.2,HSR,"South Indian, Street Food, Fast Food, Desserts, Beverages",400.0,Delivery
Huko Mukho Hangla,Yes,No,4.0,Kammanahalli,"Bengali, Seafood",400.0,Dine-out
Rotti Mane,Yes,No,3.5,Sanjay Nagar,South Indian,200.0,Dine-out
Anju's Cafe,No,No,3.4,Indiranagar,"Fast Food, North Indian, Continental",400.0,Dine-out
The Yogisthaan Cafe,Yes,No,4.1,Koramangala 2nd Block,"Cafe, Healthy Food, Salad, Beverages",600.0,Delivery
Eatato Snack Bar,No,No,3.3,Brigade Road,"South Indian, North Indian, Chinese, Rolls, Fast Food",400.0,Delivery
Metrolicious,Yes,No,3.5,Whitefield,"North Indian, Chinese, Biryani",400.0,Delivery
Opel Lounge,No,No,3.2,Yeshwantpur,"Finger Food, Chinese, North Indian",700.0,Dine-out
Rolls & Co,Yes,No,3.9,Koramangala 6th Block,"Burger, Beverages, Rolls",400.0,Dine-out
Jiyo Natural,No,No,3.6,South Bangalore,"Healthy Food, North Indian",300.0,Delivery
Beach Hut,No,No,3.5,JP Nagar,"North Indian, Chinese",650.0,Dine-out
Juicy Momos,Yes,No,3.5,Banashankari,"Tibetan, Momos",250.0,Delivery
Enerjuvate Studio & Cafe,No,Yes,4.2,Jayanagar,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",800.0,Dine-out
Hotel Paradise,No,No,3.3,Jayanagar,Fast Food,200.0,Dine-out
Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.1,Kalyan Nagar,"Cafe, Continental, North Indian",900.0,Cafes
Sphyre - Gateway Hotel,No,No,3.6,Residency Road,Finger Food,1700.0,Drinks & nightlife
Indian Paratha Factory,Yes,No,2.9,BTM,North Indian,250.0,Dine-out
Mandi,Yes,Yes,3.8,JP Nagar,North Indian,800.0,Delivery
Supreme Biryani,Yes,No,3.3,South Bangalore,Biryani,400.0,Delivery
Food And You,No,No,3.8,Koramangala 5th Block,"North Indian, Gujarati",300.0,Delivery
Hotel Annapoorna,Yes,No,3.2,Bannerghatta Road,"South Indian, Chinese, North Indian, Seafood",400.0,Delivery
Mainland China,Yes,Yes,4.5,Church Street,"Chinese, Momos",1700.0,Pubs and bars
Shiv Sai Hotel,Yes,No,3.5,Bannerghatta Road,North Indian,400.0,Delivery
Enerjuvate Studio & Cafe,No,Yes,4.4,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,Delivery
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,Basavanagudi,"Beverages, Desserts",100.0,Delivery
Bistro Oui,Yes,Yes,4.1,Koramangala 5th Block,"Cafe, Continental, Salad, Steak",1200.0,Delivery
Roll Er Dokaan,Yes,No,3.3,Brigade Road,"Street Food, Rolls",300.0,Dine-out
Punjabi Corner,Yes,No,3.9,Bannerghatta Road,"North Indian, Chinese",250.0,Delivery
Falahaar,No,No,3.9,Koramangala 6th Block,"North Indian, Street Food",200.0,Dine-out
Byg Brewski Brewing Company,Yes,Yes,4.9,Sarjapur Road,"Continental, North Indian, Italian, South Indian, Finger Food",1600.0,Dine-out
Marhaba,Yes,No,2.7,Malleshwaram,"North Indian, Lebanese, Rolls",550.0,Dine-out
Gundappa Donne Biryani,Yes,No,3.8,Seshadripuram,Biryani,300.0,Delivery
Hotel Mirchi Red,No,No,3.0,BTM,"North Indian, Chinese",400.0,Dine-out
Kanua,Yes,Yes,4.4,Sarjapur Road,"Konkan, Mangalorean, Seafood",1400.0,Dine-out
Cafe Talkhouse,No,No,3.8,HSR,North Indian,500.0,Delivery
Roll junction,No,No,3.1,Bellandur,"Fast Food, Rolls",150.0,Dine-out
Paratha Corner,Yes,No,3.2,CV Raman Nagar,North Indian,150.0,Delivery
Tea Totallers,Yes,No,2.9,Bellandur,"Cafe, Continental, Tea",500.0,Dine-out
Chef Baker's,Yes,No,3.6,Koramangala 1st Block,Bakery,450.0,Dine-out
Blistering Barnacles,No,Yes,3.9,Indiranagar,"Chinese, Continental, American, Steak",1200.0,Pubs and bars
Chikpet Donne Biriyani Corner,Yes,No,3.2,Basaveshwara Nagar,"Biryani, Kebab",400.0,Delivery
Bajji House,Yes,No,3.5,HSR,Street Food,100.0,Delivery
Vidyarthi Bhavan,No,No,4.4,Basavanagudi,South Indian,150.0,Dine-out
Zeeshan,Yes,No,3.6,Marathahalli,"North Indian, Kebab, Biryani, Rolls",700.0,Delivery
Arogya Thaana,Yes,No,3.8,Whitefield,"Beverages, Sandwich",200.0,Delivery
Howlin Wolf,Yes,No,4.1,HSR,"Italian, Mediterranean, European, Sandwich",700.0,Delivery
Parivar,Yes,No,3.8,Jayanagar,"North Indian, Chinese",500.0,Delivery
Sunny's,No,Yes,4.1,Lavelle Road,"European, Italian, Seafood, Continental",2100.0,Delivery
Chai Point,Yes,No,4.0,BTM,"Tea, Beverages, Fast Food",250.0,Dine-out
Hungry Bowl,No,No,3.6,Koramangala 5th Block,"North Indian, Chinese, Italian",500.0,Delivery
Ganesh Food Joint,Yes,No,3.7,Frazer Town,"South Indian, North Indian, Chinese",200.0,Delivery
Ciclo Cafe,Yes,No,4.3,Indiranagar,"Cafe, Italian, American",1000.0,Drinks & nightlife
Oil Pump,No,No,3.7,Koramangala 6th Block,"Finger Food, Continental",1000.0,Pubs and bars
Pasta Factory,Yes,No,4.0,Nagawara,"Continental, Italian, Burger, American",600.0,Delivery
V.S. Garden Restaurant,No,No,3.5,Ejipura,"North Indian, Chinese",800.0,Delivery
Khan's Biryani,Yes,No,3.0,BTM,"Biryani, North Indian",200.0,Dine-out
Matka,Yes,Yes,3.6,HSR,"North Indian, Biryani",500.0,Delivery
KKR FOODIES,Yes,Yes,3.2,St. Marks Road,"Fast Food, North Indian",400.0,Dine-out
Market Table,No,Yes,4.5,Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",900.0,Cafes
A2B - Adyar Ananda Bhavan,Yes,No,3.7,"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",200.0,Delivery
The Coffee Bean & Tea Leaf,Yes,No,3.8,MG Road,Cafe,700.0,Dine-out
Sidra Eatery,Yes,No,3.9,Kammanahalli,"North Indian, Continental",400.0,Delivery
Udupi Sri Krishna Cafe,Yes,No,3.7,Banaswadi,"South Indian, North Indian",200.0,Delivery
Malabar Treat,Yes,No,3.4,Koramangala 1st Block,"North Indian, Arabian, South Indian, Chinese",500.0,Delivery
Dakshin Grand,Yes,No,3.0,Banashankari,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery
Namma Kadai,No,No,3.4,BTM,South Indian,150.0,Dine-out
Hotel Green Tara,No,No,3.9,Brigade Road,"Chinese, Tibetan, Momos",500.0,Dine-out
Ambur Star Briyani,No,No,2.8,HSR,"Biryani, Kebab",500.0,Dine-out
Kabab Ghar,No,No,3.2,Whitefield,"Biryani, North Indian, Kebab",600.0,Delivery
C Sharp Kitchen,Yes,No,3.4,Church Street,"North Indian, Chinese, European",600.0,Dine-out
Gam's Delicacy,Yes,Yes,4.2,Koramangala 7th Block,"North Indian, Chinese, Assamese",800.0,Delivery
Hotel Feast Ambur Biriyani,Yes,No,3.4,Koramangala 1st Block,"Biryani, Kebab",250.0,Dine-out
Shree Krishna Sannidhi,Yes,No,3.4,Bannerghatta Road,"North Indian, Chinese",450.0,Delivery
Chaat Bazaar,Yes,No,3.7,Whitefield,Street Food,300.0,Dine-out
Roti Wala,Yes,No,4.0,BTM,North Indian,300.0,Delivery
Polar Bear,Yes,No,3.8,Kalyan Nagar,"Ice Cream, Desserts, Beverages, Sandwich",400.0,Desserts
